Pathway	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00463495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475708	0	0	0	0	0
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0.00580481	0	0	0	0	0	0	0	0	0.00421332	0	0.0163182	0.00941451	0	0	0.0884179	0	0	0.00301836	0	0.0176756	0	0	0	0	0	0.00911551	0.000784922	0	0	0	0	0.0146665	0.00558887	0	0	0.0111383	0	0	0.00231874	0	0	0	0.000366408	0	0	0	0	0	0	0	0	0	0	0	0.0481016	0	0.0130738	0	0	0.00120442	0.00259822	0	0	0	0	0	0.0143235	0	0.00673682	0	0	0	0	0	0	0
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_sp_31_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00235277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_sp_MGM1	0	0.00274042	0	0	0	0	0.00704613	0	0.00208879	0.000861956	0.00311096	0	0	0.0016765	0	0.00048211	0.00788397	0.00196911	0	0	0.00206112	0.00531416	0	0	0.00260599	0.00421047	0	0	0	0.00538253	0.0025512	0	0	0.00429038	0	0	0	0	0	0.00622987	0.00842142	0.00699647	0	0	0.0121515	0	0	0	0	0.00858873	0	0.0223991	0.00614288	0.00668657	0	0	0.00790705	0	0.0052495	0	0	0.00463892	0.00653389	0	0	0	0.00220804	0.00290211	0	0	0.0037273	0	0	0	0.00256498	0.00228569	0	0	0
UNINTEGRATED|g__Prevotella.s__Prevotella_sp_MGM2	0	0	0	0	0	0	0.00154939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000718139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Ralstonia.s__Ralstonia_sp_MD27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000647112	0	0.0003048	0	0	0	0	0
UNINTEGRATED|g__Romboutsia.s__Romboutsia_ilealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00510281	0	0	0	0	0	0	0	0	0	0	0.00238717	0	0	0	0.014287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057128	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_lentus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000736688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|unclassified	0.13908	0.19861	0.273569	0.291441	0.180704	0.112816	0.242955	0.224454	0.226547	0.220557	0.196173	0.276687	0.220849	0.132682	0.203268	0.285503	0.288026	0.169625	0.261626	0.192274	0.246374	0.202387	0.181065	0.227195	0.304556	0.225867	0.244419	0.180949	0.167847	0.288818	0.242582	0.21818	0.233105	0.291623	0.179695	0.150517	0.164402	0.147813	0.123697	0.17339	0.246521	0.226276	0.216745	0.191107	0.193986	0.169444	0.146584	0.185397	0.289478	0.222263	0.201655	0.290811	0.176372	0.16983	0.253283	0.223526	0.283256	0.0716261	0.259017	0.168278	0.23226	0.197265	0.16226	0.172208	0.28805	0.233287	0.181486	0.215987	0.150723	0.181909	0.252647	0.135126	0.151889	0.271189	0.141267	0.172842	0.171111	0.237717	0.225646
1CMET2-PWY: folate transformations III (E. coli)	0.000229536	0.000211727	0.000140343	0.000184337	0.00019487	0.000146218	0.000211325	0.000187279	0.000191009	0.000198505	6.23091e-05	0.000129068	0.000237339	0.000175206	0.000242826	0.000311681	0.000157593	0.000187518	0.000199384	7.23856e-05	0.000156984	0.000130806	0.000155045	0.000211555	0.000232302	0.000218556	0.000203096	0.000143792	0.000293372	0.000250345	0.000132736	0.000209288	0.000243101	0.00015285	0.000284697	0.000273796	0.00015317	9.21964e-05	0.000182116	0.000199199	0.000193275	0.000205743	0.000103394	0.000210908	0.000184302	0.000185543	0.000103898	0.000116354	0.00015111	0.000219234	0.000241409	0.000205719	0.000103002	7.89329e-05	0.000124894	0.000173032	0.000183288	0.000128849	0.000119314	0.000183627	0.000181539	0.000124653	0.000329857	0.000191819	9.22067e-05	0.000126562	0.000113757	0.000182258	0.000249216	0.000236998	0.000266492	0.000162798	0.000148566	0.00019711	0.000155323	0.000125613	5.6185e-05	0.000280391	0.000249776
1CMET2-PWY: folate transformations III (E. coli)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	3.64206e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_sartorii	7.41094e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72957e-05	0	0	0	0	0	0	0	1.39497e-05	7.18961e-06	0	0	0	0	0	0	0	0	0	1.50251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05593e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97258e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49089e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71236e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68164e-05	0	0	0	0	0	0	0	0	0	0	0	5.3925e-06	0	2.025e-06	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|g__Prevotella.s__Prevotella_sp_MGM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12098e-06	0	0	0	0	0	0	0	0	0	0	0	3.06376e-06	0	0	0	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|unclassified	3.72042e-05	0.000144862	5.24868e-05	0.000109492	5.82808e-05	2.15154e-05	0.000150243	7.32168e-05	0.000117848	0.000103823	5.05558e-05	0.000101589	0.000129475	3.74842e-05	4.59653e-05	0.000105197	5.51966e-05	5.28861e-05	0.00010953	0	7.5517e-05	8.55975e-05	3.92207e-05	0.000106842	0.000191918	0.00011394	6.9834e-05	5.30764e-05	3.34778e-05	0.000112314	9.17054e-05	6.13106e-05	9.56458e-05	0.000109774	5.56637e-05	3.81829e-05	6.23389e-05	2.41009e-05	3.46264e-05	0.000102218	8.01554e-05	7.0797e-05	2.39125e-05	8.14456e-05	0.000129768	0.000103608	3.80843e-05	7.13918e-05	0.000104379	9.32675e-05	5.49131e-05	7.99483e-05	7.20962e-05	2.05201e-05	6.70273e-05	3.77429e-05	0.000122085	2.70633e-05	4.07745e-05	0.000147162	0.000114164	9.76492e-05	6.10709e-05	6.60926e-05	8.78416e-05	8.84992e-05	8.20487e-05	5.14372e-05	7.44492e-05	9.32194e-05	0.000126725	3.93126e-05	6.65741e-05	0.000156636	4.80127e-05	8.31652e-05	0	7.24453e-05	0.000117096
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98965e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60825e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation	8.97085e-05	0	0.000142118	7.3854e-05	0.000121477	0.000141976	5.76799e-05	4.61668e-05	2.38236e-05	3.51104e-05	7.20829e-05	6.19173e-05	8.86538e-06	0.000349358	0.000126491	2.93623e-05	2.01124e-05	0.00025472	5.67418e-05	0	3.95999e-05	0.000111658	0	0.000114433	7.22751e-05	3.10037e-05	4.01061e-05	7.75825e-05	0.000347868	3.5074e-05	3.2256e-05	3.96893e-05	0.000234382	7.37735e-05	9.97115e-05	9.83004e-05	0.000224722	0.000156167	0.000228471	0.000110623	9.19934e-05	3.10683e-05	0.000176174	2.66499e-05	7.82904e-05	8.71411e-05	6.93283e-05	5.18096e-05	9.87073e-05	5.45048e-05	0.000116737	2.17229e-05	6.92314e-05	1.42562e-05	5.42739e-05	0.000104269	0.000136712	0.000388222	3.08912e-05	0.000185533	3.99906e-05	2.50391e-05	0.000127366	0.000154719	5.22236e-05	7.43229e-05	0.000187294	0.000180451	4.64361e-05	0.000117561	2.96171e-05	0.000119393	0.00016417	0.000402666	0.000190231	0.000140526	0	5.46454e-05	2.67841e-05
ANAEROFRUCAT-PWY: homolactic fermentation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02676e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103057	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11951e-06	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	0	0	1.57495e-05	4.68526e-05	3.46765e-05	4.718e-05	1.00014e-05	9.34916e-06	0	9.91594e-06	0	1.35763e-05	6.89845e-06	2.11857e-05	2.81619e-05	5.32427e-06	9.65361e-06	4.56718e-05	2.36478e-05	0	1.30502e-05	0	0	2.32306e-05	0	0	0	4.49782e-06	2.53114e-05	2.32845e-06	0	1.0734e-05	6.37879e-05	0	3.52637e-05	0	5.3789e-06	1.18878e-05	1.68295e-05	1.38906e-05	1.23225e-05	3.99211e-06	1.27799e-05	4.47697e-06	5.54452e-05	5.88106e-05	0	1.368e-05	0	0	3.21471e-05	8.26677e-06	4.51329e-05	1.01431e-05	1.68951e-05	4.2891e-05	5.14676e-05	3.83292e-05	6.83713e-06	5.67081e-06	8.72414e-06	3.1531e-06	7.99955e-06	2.15784e-05	0	3.51093e-05	1.34856e-05	9.89998e-06	0	2.41797e-05	1.2e-05	1.81594e-05	3.75844e-05	1.28874e-05	0	2.55521e-05	0	3.9343e-05	1.3956e-05
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.000138754	0.000316649	0.000393435	0.000284002	0.000272721	0.000460859	0.000261059	0.000109867	0.00045272	0.000795282	0.000284941	0.000173177	1.39124e-05	0.000664735	0.000258145	0.000118129	0.000135923	0.000725326	0.000191339	0	0.000141021	0.000187614	0.000144097	0.00020163	0.000155834	0.000118344	0.000221739	0.000118784	0.000590516	0.000129677	0.000143833	9.9583e-05	0.000634652	0.000142692	0.00029072	0.000223009	0.000377833	0.000259704	0.00042298	0.0001845	0.000440849	9.14807e-05	0.000360634	4.38026e-05	0.000248994	0.000329953	0.000104905	0.000147431	0.000148579	8.38021e-05	0.000548751	4.87617e-05	0.000226218	9.00645e-05	0.000168229	0.00044431	0.000711506	0.000638377	8.79106e-05	0.000287769	0.000216582	0.000170889	0.000201101	0.000258161	0.000234794	0.000278225	0.000369905	0.000523201	0.000361329	0.000346306	0.000106007	0.000366387	0.000239989	0.000582434	0.00033239	0.000222608	0.000148238	0.00011207	6.02555e-05
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58587e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33191e-05	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67226e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146048	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87569e-06	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	1.31214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56113e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.10692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24161e-06	0	0	0	1.05876e-05	0	5.61596e-06	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27745e-05	7.40438e-06	0	0	5.42663e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.72128e-06	0	4.31216e-06	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	0	0.000262592	0.000102298	0.000274939	6.54224e-05	0.000102361	8.50208e-05	2.9916e-05	0.000403803	2.48517e-05	8.46807e-05	5.7947e-05	1.38876e-05	4.00907e-05	4.79894e-05	9.70502e-05	3.33148e-05	9.91741e-05	0.000134279	0	7.97865e-05	8.89104e-05	1.48386e-05	0.000147792	0.000138639	2.92889e-05	6.59693e-05	8.07058e-05	7.30874e-05	0.000115238	0.000136319	2.26972e-05	0.000242372	0.000140118	7.92722e-05	5.37654e-05	1.02986e-05	0.000206269	0.000111069	5.04235e-05	0.000147692	2.00822e-05	0.000281574	1.24045e-05	0.000132984	0.000162198	7.99644e-05	7.20612e-05	0.00011942	5.66808e-05	6.31948e-05	4.82031e-05	0.000118247	3.67537e-05	9.74825e-05	0.000207572	0.000105836	5.88815e-05	3.47444e-05	4.66172e-05	2.58284e-05	9.47574e-06	2.51191e-05	0.000150315	0.00020908	8.07898e-05	9.00383e-05	4.68415e-05	2.47035e-05	0.000113256	6.3842e-05	4.1715e-05	0.000121336	0.000195042	0	5.17462e-05	3.238e-05	7.91423e-05	2.69505e-05
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04146e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12254e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.83854e-05	0	0	0	0	0	0	0	0	0	4.82123e-06	0	0	7.99359e-06	1.19126e-05	0	0	0	0	0	0	0
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74377e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41509e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.80971e-06	0	0	0	0	0	0	0	0
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38788e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3953e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	9.59151e-05	6.06801e-06	4.43246e-05	5.72413e-05	8.86128e-05	0.000180764	3.59592e-05	3.8767e-05	0	2.97933e-05	0	5.53042e-05	0.000102041	4.66681e-05	9.67357e-05	4.56972e-06	1.44729e-05	7.58874e-05	5.29303e-05	0	3.22572e-05	1.62131e-06	1.92956e-05	3.4986e-06	2.98109e-06	1.74907e-05	8.55012e-06	1.99648e-05	0.000159152	5.51837e-05	5.61005e-06	3.03884e-05	0.000101314	6.73797e-06	9.7392e-05	8.7111e-05	3.7821e-05	3.58279e-06	0.000109623	2.60062e-05	2.14289e-05	2.38331e-05	2.89766e-05	5.59791e-06	5.71363e-05	3.56749e-05	3.52028e-05	5.36047e-05	0	1.53955e-05	7.73041e-05	5.24788e-05	9.8524e-06	3.6861e-05	7.11631e-05	0.000101053	6.04268e-05	2.26145e-05	2.60993e-05	3.95398e-05	3.39739e-06	0	9.98261e-05	0.000133466	0	1.94452e-05	4.62924e-06	6.30569e-06	0.000128978	5.43372e-05	1.21625e-05	9.18631e-05	4.95587e-06	1.18591e-05	0	1.05076e-05	1.92719e-05	0.000151328	7.12526e-05
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_sartorii	2.53705e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78721e-06	0	0	0	0	0	0	0	8.88603e-06	1.17731e-05	0	0	0	0	0	0	0	0	0	7.57808e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51356e-05	0	0	0	0	0	0	0	0	1.23405e-06	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	7.13694e-06	0	4.86423e-06	8.80152e-06	2.53209e-05	2.57023e-05	0	9.11062e-06	0	4.4288e-06	0	4.28821e-06	1.81252e-05	1.29844e-05	2.28315e-05	0	0	5.25722e-06	0	0	5.05321e-06	0	0	0	0	3.33292e-06	3.26952e-06	7.64905e-07	1.35896e-05	5.10694e-06	0	8.77624e-06	0	0	1.912e-05	7.96884e-06	0	2.30157e-06	9.22636e-06	0	3.24828e-06	0	4.29331e-06	0	6.13009e-06	0	0	0	0	0	1.75199e-05	3.77695e-06	0	4.17242e-06	0	2.06194e-05	0	0	0	0	0	0	1.05645e-05	1.17692e-05	0	0	0	1.84538e-06	1.86438e-05	8.80376e-06	0	9.12864e-06	0	0	0	0	0	1.73927e-05	6.52685e-06
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	4.77097e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17756e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06683e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|unclassified	0	0	6.06974e-06	0	0	0	0	0	0	0	0	0	0	3.11514e-06	0	4.5567e-06	0	0	0	0	0	0	0	0	0	0	0	0	7.20301e-06	0	3.25439e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.66454e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00946e-05	0	0	0	0	0	0	0	1.478e-06	3.07569e-06	0	0	0	0	2.18003e-06	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.000374516	0.000168193	0.000363801	0.00038876	0.000297854	0.000214801	0.000333356	0.000519502	0.00030355	0.000284181	0.000225427	0.00026263	0.000287556	0.00028595	0.000323169	0.000612677	0.000368778	0.000250234	0.000302557	0.000202035	0.000512282	0.000294993	0.000464951	0.000471018	0.000551491	0.000264548	0.00035621	0.000398277	0.00045471	0.00035522	0.000442783	0.000388885	0.000227588	0.000484609	0.000363439	0.000306169	0.000276565	0.000258837	0.000325341	0.000363943	0.000338639	0.000293199	0.000336628	0.000297004	0.000127239	0.000147947	0.000350632	0.000321258	0.000696548	0.000412687	0.000241326	0.000519902	0.000181522	0.000237982	0.000375903	0.000322335	0.000423202	0.00031453	0.000197992	0.000336454	0.000376751	0.000278368	0.000482011	0.000299147	0.000258256	0.00027958	0.000405994	0.000278718	0.00025798	0.000372679	0.000409799	0.000296622	0.000101137	0.000401618	0.00020308	0.000280477	0.000266279	0.00030553	0.000322185
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12786e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Acutalibacter.s__Acutalibacter_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39181e-06	0	4.90531e-06	0	5.47511e-06	0	0	0	0	0	0	0	0	5.2038e-06	0	0	0	0	0	0	0	0	0	0	6.5447e-06	3.07161e-06	0	0	0	0	0	0	0	0	0	8.92822e-06	0	5.43356e-06	0	0	0	0	0	0	0	0	2.63517e-05	0	0	0	3.1147e-06	2.99739e-06	0	8.70537e-07	5.85443e-06	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3265e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.845e-06	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	6.69803e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74659e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.47073e-05	0	0	0	0	0	0	0	0	0	1.11403e-06	0	0	0	0	0	0	0	0	0	0	4.16547e-06	0	6.31228e-06	0	0	0	0	0	0	3.09553e-06	0	3.86629e-06	0	0	0	0	0	0	0	3.53813e-06	0	0	0	0	0	5.23253e-06	2.9163e-06	7.69664e-06
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_sp_5_2	0	0	0	6.11696e-06	4.52108e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6698e-06	0	0	5.56325e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.84977e-06	0	0	0	0	0	0	0	6.46707e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16536e-06	4.10552e-06
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
