Pathway	C007	C008	C009	C012	C015	C016	C017	C020	C023	C025	C025_n	C025_r	C026	C027	C028	C029	C030	C030_r	C031	C033	C035	C036	C037	C039	C040	C042	C042_r	C043	C043_r	C045	C046	C047	C049	C050	C052	C053	C055	C057	C060	C061	C061_r	C063	C063_r	C065	C068	C070	C071	C072	C073	C075	C077	C079	C081	C082	C083	C084	C084_r	C085	C085_n	C086	C089	C089_n	C090	C093	C094	C095	C096	C097	C099	C100	C101	C102	C103	C104	C105	C108	C109	C110	C112	C113	C114	C115	C116	C117	C118	C119	C124	C126	C127	C128	C129	C133	C134	C135	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151	C152	C153	C154	C155	C156	C157	C158	C159	C160	C162	C163	C164	C165	C166	C167	C168	C169	C170	C172	C173	C174	C175	C176	C178	C179	C180	C181	C182	C183	C184	C185	C186	C187	C188	C190	C191	C196	C197	C198	C199	C200	C201	C202	C203	C204	C205	C206	C207	C208	C209	C210	C211	C212	C213	C214	C215	C216	C217	C218	C219	C220	C221	C222	C223	C224	C225	C226	C227	C228	C229	C230	C232	C233	C234	C235	C237	C238	C240	C241	C242	C243	C244	C245	C246	C247	C248	C249	C250	C251	C252	C253	C254	C256	C257	C259	C260	C261	C262	C263	C264	C265	C266	C267	C268	C269	C270
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0	1.40E-06	0	7.82E-06	1.83E-06	0	1.38E-05	3.58E-06	0	1.05E-05	4.65E-06	1.04E-05	3.31E-06	0	3.87E-06	0	0	0	2.18E-06	1.61E-05	1.18E-05	0	0	1.53E-05	0	0	0	5.81E-06	5.96E-06	1.15E-05	0	0	3.07E-06	1.08E-05	0	2.25E-06	1.23E-05	0	0	1.72E-06	1.32E-06	5.95E-06	6.45E-06	0	1.00E-06	3.09E-06	0	7.16E-05	0	1.97E-06	0	2.43E-05	0	3.44E-06	0	0	0	0	0	0	0	0	6.65E-06	0	1.64E-06	0	0	1.49E-06	0	8.52E-06	5.47E-06	0	9.35E-06	0	6.15E-07	0	0	0	6.25E-06	0	0	1.76E-06	0	0	0	0	0	0	6.81E-06	2.92E-05	1.69E-06	5.27E-06	0	1.91E-06	0	7.54E-06	1.46E-05	0	1.02E-05	2.05E-06	1.87E-06	0	7.31E-06	0	0	0	0	0	2.77E-06	0	0	1.24E-05	0	0	0	0	0	8.38E-06	0	0	6.94E-06	0	0	0	3.86E-06	0	1.58E-05	0	8.49E-06	0	0	7.68E-07	0	6.00E-06	0	1.85E-06	0	7.28E-06	0	0	0	2.38E-06	2.20E-06	0	0	0	0	2.95E-06	0	0	0	0	0	0	2.65E-06	3.55E-06	1.53E-05	0	0	6.82E-06	0	2.58E-06	0	3.06E-06	0	1.56E-06	0	0	1.48E-06	5.75E-06	0	0	0	1.72E-06	4.82E-06	0	0	0	0	0	0	0	1.50E-06	3.23E-06	0	6.39E-06	0	2.48E-06	1.10E-06	0	5.50E-06	0	8.29E-06	3.56E-06	0	0	0	0	6.97E-06	0	0	8.00E-06	2.47E-06	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	0	0	0	0	0	5.93E-06	8.17E-07	4.81E-07	0	0	0	0	0	0	0	6.73E-07	0	2.46E-07	9.73E-07	0	0	0	4.76E-07	0	0	0	9.67E-07	0	0	0	0	0	1.14E-06	0	1.39E-07	0	0	0	1.11E-06	1.79E-06	0	3.83E-07	0	0	0	0	4.20E-06	0	1.66E-06	0	0	0	2.67E-07	2.93E-07	0	0	1.31E-06	0	0	0	0	0	0	0	0	0	0	4.97E-07	1.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43E-06	0	0	0	0	1.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-06	9.95E-07	0	8.05E-07	0	0	0	0	0	0	0	3.54E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.27E-07	0	2.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85E-06	4.78E-07	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lactococcus.s__Lactococcus_lactis	0	0	5.44E-05	0	0	2.27E-05	0	0	4.12E-06	0	0	0	0	1.03E-05	0	4.04E-05	1.50E-06	0	0	0	0	0	0	0	0	9.61E-06	1.13E-05	0	0	0	0	3.96E-06	0	0	0	0	0	4.22E-06	0	0	0	0	0	1.01E-05	0	0	0	0	0	1.10E-05	0	0	3.02E-06	0	4.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03E-06	0	0	0	0	7.14E-06	4.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82E-06	0	0	0	0	0	0	0	0	2.04E-06	0	0	0	0	0	0	0	0	0	2.56E-05	0	0	0	0	4.48E-06	0	0	0	0	0	0	0	8.67E-06	0	0	0	0	0	4.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-06	0	0	0	0	0	0	9.32E-07	0	0	0	1.99E-06	0	0	0	1.77E-06	0	0	0	4.89E-06	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	0.000241869	0.000251731	0.000271958	0.000306697	0.000257149	0.00019034	0.000443484	0.000317723	8.63E-05	0.000320882	0.000361654	0.000330079	0.000215498	0.000172286	0.000232418	0.000216188	0.000202463	0.000208887	0.000277864	0.000248463	0.000209051	0.000282489	0.000184177	0.000287016	0.000248241	0.00014384	0.000159844	0.000316823	0.000297257	0.00030588	0.000186205	0.000299288	0.000225606	0.000298087	0.000267775	0.00028719	0.000302168	0.000259819	0.00025566	0.000272559	0.000269368	0.000190448	0.000194281	0.0002036	0.000135161	0.00029265	0.000287395	0.000172496	0.000180442	0.000326548	0.000270363	0.000204112	0.000198016	0.000293617	0.000141212	0.000195005	0.000252311	0.000214436	0.000199518	0.000261225	0.000250113	0.000261777	0.000235665	0.000235927	0.00022419	0.0002157	0.00019212	0.00019525	0.000234603	0.000319254	0.000288207	0.000187681	0.000332107	0.000188453	0.000304039	0.000188538	0.00015129	0.000164997	0.000286363	0.000296351	0.000187324	0.000282917	0.000202683	0.000188575	0.000129042	0.00025699	0.000298693	0.000182059	0.000234282	0.000345386	0.00032227	0.000387374	0.000289326	0.00030615	0.000320845	0.000284513	0.000248996	0.000223036	0.000199083	0.00025422	0.000196753	0.000158203	0.000244972	0.000296077	0.000322869	0.000226214	0.000320269	0.000279283	0.000276776	0.000211783	0.000238141	0.000314984	0.000323613	0.000138103	0.000212087	0.000170041	0.000216998	0.000254543	0.000214092	0.000163816	0.000255841	0.000142056	2.50E-05	0.000289975	0.000213725	0.000179184	0.00025156	0.000273545	0.000231854	0.000290909	0.000246385	0.000232573	0.000247641	0.000309089	0.000182812	0.000262766	0.000262082	0.000264773	0.00020219	0.000272352	0.000289165	0.000281607	0.000240588	0.000305095	0.000174595	0.000300749	0.000148395	0.000244054	0.00021395	0.000241461	0.000201039	0.000326892	0.000306711	0.000215675	0.000296335	0.000263699	0.000312756	0.000264201	0.000363143	0.000378638	0.00016702	0.000231513	0.000288057	0.000196878	0.000131445	0.00022051	0.000235138	0.000296631	0.000180949	0.000240113	0.00022552	0.000157307	0.000171651	0.000295572	0.000216061	0.000313598	0.000222061	0.000211357	0.000245226	0.000257034	0.000180666	0.000281536	0.000256895	0.000260647	0.000351722	0.000274714	0.000205834	0.000218006	0.000278417	0.000313325	0.000257495	0.000288671	0.000250054	0.000228173	0.000225192	0.000141713	0.000238592	0.000215122	0.000188699	0.000210118	0.000308709	0.000319779	0.000226643	0.000252675	0.000198148	0.000184233	0.000355746	0.000258025	0.000380262	0.000172896
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.000306102	0.000383053	0.00043055	0.000435778	0.000361313	0.000429182	0.000511336	0.000442817	0.000268118	0.00043985	0.000510944	0.000453766	0.000418804	0.00029375	0.000358386	0.000373815	0.000337661	0.000342712	0.000403102	0.000363422	0.000316379	0.000416386	0.000434951	0.000390422	0.000410117	0.000249917	0.000281007	0.000407863	0.000381028	0.000450764	0.000338469	0.000503711	0.000392255	0.000421648	0.000389701	0.000437561	0.00044724	0.000448593	0.000397362	0.00040062	0.000393297	0.000349372	0.000368919	0.000292155	0.000240953	0.000405829	0.000444675	0.000441851	0.000362663	0.000600636	0.000415453	0.000346214	0.000387066	0.000419001	0.000378122	0.000430418	0.000483481	0.000310956	0.000290995	0.000344351	0.00034847	0.00036126	0.00040201	0.000486738	0.000392117	0.000380112	0.000359096	0.000307854	0.000380748	0.00043995	0.00039372	0.000370386	0.000395449	0.000376919	0.000439199	0.000326687	0.000386289	0.000321078	0.000382183	0.000366612	0.000326755	0.000362957	0.000309832	0.000343639	0.000360886	0.000367946	0.000407945	0.000376505	0.000385767	0.000547353	0.000478434	0.000445929	0.000421928	0.000421997	0.000410453	0.000421831	0.000399134	0.00045868	0.000356164	0.000402084	0.000284644	0.000280633	0.000385459	0.000387466	0.000397196	0.000380266	0.000420778	0.000397347	0.00047213	0.000387397	0.000345651	0.000488962	0.000434517	0.000404088	0.000348388	0.00039305	0.000422462	0.000410277	0.00029388	0.00026962	0.00042406	0.000317904	0.00029657	0.000385545	0.000329846	0.000311182	0.000416613	0.000409228	0.000349346	0.000392545	0.000389551	0.000361286	0.000356151	0.000421076	0.000426181	0.000414108	0.000289366	0.00046517	0.000377651	0.000415869	0.000367707	0.00038249	0.000367464	0.000408566	0.000492144	0.000404335	0.000354907	0.000415877	0.000397898	0.000422248	0.000468066	0.000433876	0.000435613	0.000464964	0.000416967	0.000365133	0.000502506	0.000388384	0.000461038	0.000534197	0.000431644	0.000455149	0.000385581	0.00035593	0.000398874	0.000345926	0.000410128	0.000372364	0.000343041	0.000389409	0.000405686	0.000407992	0.000367903	0.000457051	0.000383392	0.00043442	0.000285369	0.000334135	0.000372999	0.000395695	0.000373771	0.000439185	0.000361775	0.000373668	0.000563759	0.000415544	0.00027531	0.000382528	0.000419978	0.000409596	0.000345941	0.000362093	0.000383056	0.000349666	0.000379725	0.000396136	0.000370034	0.000362681	0.000327142	0.000439781	0.000420725	0.000432938	0.000310795	0.000458169	0.000412685	0.000368128	0.000516334	0.00040874	0.000491221	0.000449001
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	6.93E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18E-06	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61E-06	0	0	0	0	0	0	1.18E-06	0	0	0	0	0	0	0	0	0	0	2.68E-06	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acutalibacter.s__Acutalibacter_muris	0	5.11E-06	0	2.67E-06	1.69E-06	5.67E-07	1.12E-05	9.76E-06	0	7.56E-07	0	5.14E-07	4.13E-05	0	2.25E-05	0	2.85E-06	3.53E-06	7.79E-06	7.03E-06	5.41E-06	0	0	1.36E-05	5.15E-06	0	0	4.94E-07	0	5.13E-06	7.15E-06	0	1.65E-06	1.68E-05	0	7.58E-07	4.40E-06	0	0	2.62E-05	2.44E-05	2.57E-05	2.74E-05	0	6.02E-06	0	0	1.57E-05	0	1.71E-06	4.12E-06	2.36E-05	1.34E-06	7.25E-06	0	0	0	0	0	6.44E-07	3.84E-06	4.90E-06	0	0	9.26E-06	0	0	0	1.82E-06	0	0	0	6.36E-06	0	2.27E-06	5.48E-06	0	0	6.12E-06	0	0	0	0	0	0	1.11E-05	0	1.39E-05	3.56E-06	1.55E-05	3.62E-05	0	1.65E-05	1.78E-06	0	3.73E-05	9.71E-06	0	0	0	2.88E-06	0	5.24E-06	0	0	0	1.56E-05	7.78E-06	1.53E-05	0	0	7.32E-07	0	0	0	0	0	0	0	0	7.49E-06	0	0	1.55E-05	0	0	4.28E-06	0	0	0	0	1.20E-05	0	0	0	8.41E-06	0	3.35E-05	0	1.41E-05	0	0	0	0	0	8.82E-07	0	1.15E-05	0	0	0	1.27E-05	1.66E-05	0	1.71E-05	8.16E-06	6.17E-06	0	0	4.06E-05	0	9.05E-06	6.66E-06	0	0	0	0	2.33E-06	1.17E-05	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	1.49E-05	1.47E-05	0	1.01E-05	0	0	8.68E-06	0	2.28E-06	0	8.20E-06	0	0	0	0	0	1.89E-05	0	0	0	0	0	0	8.73E-06	2.37E-06	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51E-07	0	0	0	0	0	0	0	0	0	3.40E-05	0	0	0	0	0	0	0	0	0	0	0	3.83E-05	6.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108537	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	0	3.32E-06	3.55E-07	0	0	1.57E-06	1.86E-06	0	0	3.47E-06	4.55E-06	3.91E-06	0	0	1.38E-06	1.28E-06	5.20E-06	4.69E-06	1.82E-06	7.06E-07	1.18E-06	0	0	0	3.53E-06	0	0	0	0	0	0	4.83E-06	0	0	5.89E-06	8.35E-06	0	1.04E-05	0	0	0	0	0	2.67E-06	0	1.61E-06	0	8.21E-06	0	1.15E-05	3.93E-06	0	2.80E-06	2.62E-06	0	3.40E-06	6.55E-06	1.95E-06	0	9.56E-07	1.38E-06	1.87E-06	0	0	5.13E-06	2.57E-06	0	0	0	0	0	0	0	5.84E-06	0	5.59E-06	0	4.53E-06	0	0	0	0	3.02E-06	1.66E-05	3.87E-06	4.40E-06	0	0	3.16E-06	3.96E-06	1.77E-06	0	0	0	0	0	0	0	0	1.22E-06	4.24E-06	0	1.60E-06	0	0	0	5.39E-06	1.22E-06	0	0	0	3.49E-06	0	0	0	4.16E-06	0	0	0	0	0	0	0	0	2.80E-06	0	4.94E-06	0	0	0	0	1.63E-06	0	0	0	0	0	0	0	3.22E-06	0	0	0	0	0	0	7.27E-06	0	0	0	0	2.81E-06	3.35E-06	0	4.62E-06	5.38E-06	5.68E-06	0	3.01E-06	0	0	4.62E-06	0	1.51E-06	3.14E-06	0	0	0	4.86E-06	3.45E-06	1.34E-06	0	0	1.33E-06	0	0	5.49E-06	0	3.49E-05	0	0	0	0	0	0	0	0	4.62E-06	2.06E-06	0	0	0	0	0	4.28E-06	3.61E-06	0	3.67E-06	0	0	0	7.30E-07	0	3.73E-06	0	4.69E-06	0	3.43E-06	0	1.36E-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	5.10E-07	0	0	0	0	0	0	0	0	0	0	0	9.06E-07	0	0	0	0	0	5.58E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92E-06	1.20E-06	1.01E-06	0	0	0	0	0	0	0	0	5.60E-07	1.19E-06	0	3.23E-06	0	0	0	5.29E-06	0	0	0	0	0	0	0	0	0	9.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64E-06	0	0	0	0	0	0	0	0	0	1.44E-06	0	0	0	0	1.24E-06	0	4.93E-06	0	0	0	0	0	0	0	1.63E-06	0	0	0	0	0	0	0	0	0	0	1.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58E-06	1.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.09E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_ASF356	0	9.73E-07	0	0	0	0	0	0	0	0	0	0	0	1.22E-06	0	0	0	0	0	0	8.13E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17E-06	2.28E-06	1.73E-06	1.84E-06	0	0	0	0	0	0	0	0	1.55E-06	0	1.57E-06	0	0	0	0	0	0	0	0	0	0	4.37E-06	0	0	0	2.95E-06	0	0	0	4.12E-06	0	1.14E-06	0	0	1.95E-06	1.39E-06	1.07E-05	0	0	8.32E-06	0	0	0	0	0	7.76E-06	0	0	0	0	6.83E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03E-06	0	0	0	0	0	0	0	1.84E-06	0	0	0	0	0	0	0	0	0	0	2.17E-06	0	0	0	0	0	0	0	0	0	2.14E-06	0	0	0	0	0	0	0	0	0	2.25E-06	0	0	1.85E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63E-06	0	0	0	0	1.01E-06	0	0	0	0	5.56E-06	0	0	0	0	2.56E-06	0	0	0	0	0	0	2.61E-06	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_ASF502	0	3.48E-06	2.77E-06	0	0	0	0	6.32E-07	0	4.23E-07	9.74E-07	6.84E-07	0	7.29E-07	0	0	0	0	0	0	0	0	0	0	4.50E-06	0	0	0	0	0	0	0	0	0	0	4.21E-06	0	0	1.66E-06	1.08E-06	1.17E-06	3.54E-06	3.50E-06	0	0	1.63E-06	0	0	0	0	0	0	0	1.96E-06	0	0	0	0	0	7.58E-07	0	0	3.74E-07	5.75E-06	0	0	4.36E-06	4.42E-06	0	1.06E-06	0	0	0	0	1.33E-06	0	0	0	0	0	0	0	2.44E-06	0	0	0	0	0	0	7.34E-06	0	9.28E-07	0	5.11E-07	0	2.98E-06	0	0	0	1.08E-06	0	0	1.39E-06	0	0	0	4.27E-07	1.11E-06	0	0	0	1.71E-06	0	0	2.80E-06	0	0	1.64E-06	0	0	1.08E-06	0	0	3.87E-06	0	0	1.45E-06	0	0	0	0	1.58E-06	0	0	0	0	3.73E-06	2.06E-06	0	0	0	1.68E-06	2.87E-06	0	0	0	0	0	0	0	0	0	1.01E-06	0	7.62E-07	0	0	0	2.66E-06	1.57E-06	0	0	1.04E-06	1.31E-06	0	1.27E-06	0	6.43E-07	1.70E-06	0	8.97E-07	3.27E-06	0	6.30E-06	0	0	0	2.85E-06	0	0	0	0	0	0	0	3.09E-06	0	0	1.87E-06	1.67E-06	1.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.33E-06	0	1.05E-06	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_sp_5_2	0	6.14E-06	1.79E-06	2.56E-06	0	0	0	2.17E-06	1.02E-06	0	5.75E-07	0	0	2.29E-06	1.45E-06	0	0	0	4.88E-07	5.91E-07	1.19E-06	1.71E-06	1.53E-06	1.07E-06	5.03E-06	0	0	0	0	0	0	0	0	0	1.89E-06	3.14E-06	7.75E-07	3.65E-06	0	1.86E-06	1.68E-06	0	0	2.65E-06	0	1.09E-06	1.10E-06	0	5.11E-07	2.07E-06	3.97E-06	0	0	0	1.20E-06	0	0	0	0	3.75E-07	7.03E-07	9.52E-07	8.51E-07	3.65E-06	5.10E-06	0	3.61E-06	0	2.15E-06	0	6.76E-07	0	1.78E-06	0	4.21E-07	0	2.68E-06	0	0	0	0	0	0	2.47E-06	0	0	0	0	1.73E-06	6.66E-06	4.89E-06	0	0	0	0	2.25E-06	2.91E-06	0	0	0	4.93E-06	0	2.53E-06	4.19E-06	0	0	0	0	1.16E-06	0	0	9.75E-07	0	0	0	0	0	2.46E-06	0	2.45E-06	1.72E-06	2.97E-06	0	0	0	0	1.98E-06	0	0	0	0	0	0	0	0	0	0	1.85E-06	0	1.46E-06	6.82E-06	5.12E-06	2.86E-06	4.69E-06	0	1.39E-06	0	3.07E-06	0	0	0	0	0	0	3.27E-06	0	1.69E-06	4.86E-06	7.87E-06	3.85E-06	3.11E-06	2.85E-06	0	0	1.14E-06	0	0	4.59E-07	0	0	0	0	3.01E-06	1.42E-06	0	0	0	7.64E-06	0	0	0	0	0	0	0	3.22E-06	0	1.16E-06	3.84E-07	4.01E-06	6.99E-07	0	3.32E-06	0	8.31E-06	2.69E-06	0	0	1.64E-06	6.11E-06	0	0	0	0	1.51E-06	0	2.05E-06	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	6.44E-07	0	0	0	0	0	8.96E-07	0	0	0	0	2.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42E-06	0	0	0	0	0	0	1.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41E-06	0	0	0	0	1.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85E-06	0	4.45E-06	0	0	0	0	0	0	0	0	0	0	0	1.64E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-06	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	1.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35E-05	0	0	0	0	0	0	0	0	0
